Auth Num,Longitude,Assigned,Inspected This Fiscal?,Authorization,Auth Type,Sector,Office,Last Inspected,IR Number,CPIX,Section,Primary Reason,Secondary Reason,Warning Follow-Up?,AMP Folllow-Up?,Rank,Workplan INS Qtr,25% Unique 4 yr?,Lat,Long,Last IR: Response,Autonumber,Nearest Municipality,Follow Up Date,Notes,High CPIX,Warning Follow-Up,Last IR - Recommended for Investigation,Last IR - Recommended for Order,Active Order,(Unique) Never Inspected,(Unique) Last Inspected before 2017-04-01,Last IR - Recommended AMP (but none initiated),AMP Final Detm'n Issued,Heavy Industry,Audit,PSP Priority,Authorizations - Name
3048,NA,OK Blitz,Close,"LEHIGH HANSON MATERIALS LIMITED doing business as OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED",Permit,Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry,Victoria,2019-10-04,142418,Low,Planned,Concrete Industry Audit,Warning Follow-Up,Yes,NA,Priority 4,NA,NA,49.905,-119.489,Warning 120(6),219,Kelowna,NA,covered by 110182 CCPCOP,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3048 - LEHIGH HANSON MATERIALS LIMITED doing business as OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
3051,NA,Unassigned,Not Started,WESTERN FOREST PRODUCTS INC.,Permit,Wood Processing Industry - Primary,Nanaimo,2016-07-05,30329,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.2364,-124.81200000000001,Notice,220,Port Alberni,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3051 - WESTERN FOREST PRODUCTS INC.
3057,NA,Unassigned,Not Started,CONIFEX MACKENZIE FOREST PRODUCTS INC.,Permit,Wood Processing Industry - Primary,Prince George,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,55.3441667,-123.1105,NA,221,Mackenzie,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3057 - CONIFEX MACKENZIE FOREST PRODUCTS INC.
308,NA,Unassigned,Not Started,VILLAGE OF CANAL FLATS,Permit,Municipal Sewage Management,Cranbrook,2016-08-30,29408,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.1488,-115.80860000000001,Advisory,45,Nelson,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,308 - VILLAGE OF CANAL FLATS
3080,NA,Mills,Not Started,ZELLSTOFF CELGAR LIMITED doing business as ZELLSTOFF CELGAR LIMITED PARTNERSHIP,Permit,Pulp Industry,Kamloops,2019-09-10,137387,High,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,49.335718,-117.727497,Warning 120(6),222,Nelson,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,3080 - ZELLSTOFF CELGAR LIMITED doing business as ZELLSTOFF CELGAR LIMITED PARTNERSHIP
3095,-123.485277,T. White,In Draft,HOWE SOUND PULP & PAPER CORPORATION,Permit,Pulp Industry,Surrey,1970-01-01,145815,High,NA,AMP Follow-Up,NA,NA,Yes,Priority 4,NA,NA,49.522019,-123.485277,AMP,223,Gibsons,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,Last IR Rec'd AMP,NA,Heavy Industry,NA,NA,3095 - HOWE SOUND PULP & PAPER CORPORATION
311,NA,Unassigned,Not Started,CITY OF DAWSON CREEK,Permit,Municipal Sewage Management,Prince George,2019-08-15,138334,Medium,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,55.746539999999996,-120.183,Warning 120(6),46,Dawson Creek,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311 - CITY OF DAWSON CREEK
3133,NA,Unassigned,Not Started,NECHAKO LUMBER CO. LTD.,Permit,Wood Processing Industry - Primary,Prince George,2019-09-25,144390,Medium,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,54.014500000000005,-124.05154999999999,Warning 120(6),224,Vanderhoof,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3133 - NECHAKO LUMBER CO. LTD.
3138,NA,Unassigned,Defer,SHELL CANADA PRODUCTS LIMITED,Petroleum Storage and Distribution Facilities Storm Water Regulation,Petroleum Storage,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.264075999999996,-122.92931899999999,NA,225,Burnaby,NA,"Regulation under review, not enforceable as is",NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3138 - SHELL CANADA PRODUCTS LIMITED
3140,-125.137312,Kurinka,In Draft,HFN LANDS CORPORATION,Permit,Fish Products Industry,Victoria,1970-01-01,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,48.824518,-125.137312,NA,226,Nanaimo,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3140 - HFN LANDS CORPORATION
3149,NA,Lasuik,Not Started,"CATALYST PAPER CORPORATION AND CATALYST PULP OPERATIONS LIMITED DOING BUSINESS AS CATALYST PAPER, GENERAL PARTNERSHIP",Permit,Pulp Industry,Nanaimo,2020-02-06,146647,High,PSP,Heavy Industry,Advisory Follow up,NA,NA,Priority 1,Q1,NA,49.8727,-124.5216,Advisory,227,Powell River,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,"3149 - CATALYST PAPER CORPORATION AND CATALYST PULP OPERATIONS LIMITED DOING BUSINESS AS CATALYST PAPER, GENERAL PARTNERSHIP"
3157,NA,Unassigned,Not Started,SQUAMISH-LILLOOET REGIONAL DISTRICT,Permit,Municipal Sewage Management,Kamloops,2012-09-11,4283,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.779305,-122.820632,Advisory,228,Kamloops,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3157 - SQUAMISH-LILLOOET REGIONAL DISTRICT
3172,NA,Unassigned,Not Started,WEST FRASER MILLS LTD,Permit,Municipal Sewage Management,Smithers,2017-01-10,47019,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,53.595200000000006,-125.6452,Notice,229,Burns Lake,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3172 - WEST FRASER MILLS LTD
3190,NA,Unassigned,Not Started,TREE ISLAND INDUSTRIES LTD.,Permit,Metal Processing and Metal Products Manufacturing Industry,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.1852,-122.9642,NA,230,Richmond,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3190 - TREE ISLAND INDUSTRIES LTD.
324,NA,Unassigned,Not Started,VILLAGE OF PORT ALICE,Permit,Municipal Sewage Management,Nanaimo,2019-02-12,117106,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,50.430800000000005,-127.48910000000001,Warning 120(6),47,Port McNeill,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324 - VILLAGE OF PORT ALICE
327,NA,Unassigned,Not Started,"MACKENZIE, DISTRICT OF",Permit,Municipal Sewage Management,Prince George,2019-07-13,131614,Medium,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,55.3311,-123.12700000000001,Warning Unauthorized 6(2),48,Mackenzie,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"327 - MACKENZIE, DISTRICT OF"
3283,NA,Unassigned,Not Started,TOLKO INDUSTRIES LTD.,Permit,Wood Processing Industry - Primary,Williams Lake,2019-07-09,134104,Medium,NA,NA,NA,NA,Yes,Priority 4,NA,NA,52.118368,-122.136712,Notice,231,Williams Lake,NA,"AMP complete, follow up Notice issued (IR134104)",NA,NA,NA,NA,NA,NA,NA,NA,AMP Issued,NA,NA,NA,3283 - TOLKO INDUSTRIES LTD.
330,NA,Unassigned,Not Started,DISTRICT OF CLEARWATER,Permit,Municipal Sewage Management,Kamloops,2015-10-08,22965,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,51.64,-120.0417,Notice,49,Kamloops,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,330 - DISTRICT OF CLEARWATER
3335,-124.2031,Beckett,In Draft,APOLLO FOREST PRODUCTS LTD.,Permit,Wood Processing Industry - Primary,Prince George,1970-01-01,24125,Medium,Planned,Warning Follow-Up,Inspected pre-2017,Yes,NA,Priority 2,Q1,Yes,54.490300000000005,-124.2031,Warning,232,Fort St. James,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3335 - APOLLO FOREST PRODUCTS LTD.
335,NA,Dick,Not Started,KPGP INC.,Permit,Paper Industry,Surrey,2019-07-31,131643,High,PSP,NA,NA,NA,NA,Priority 4,Q3,NA,49.201315,-122.937291,Notice,50,New Westminster,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,335 - KPGP INC.
338,NA,Unassigned,Not Started,REGIONAL DISTRICT OF NANAIMO,Permit,Municipal Sewage Management,Nanaimo,2020-02-11,145411,High,NA,NA,NA,NA,NA,Priority 4,NA,NA,49.2316,-123.97210000000001,Advisory,51,Nanaimo,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338 - REGIONAL DISTRICT OF NANAIMO
3382,NA,Unassigned,Not Started,WESTERN FOREST PRODUCTS INC.,Permit,Wood Processing Industry - Primary,Nanaimo,2016-07-05,30370,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.224700000000006,-124.8092,Advisory,233,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3382 - WESTERN FOREST PRODUCTS INC.
3394,NA,Unassigned,Not Started,YL MALIBU CLUB MINISTRY AFFILIATES,Permit,Municipal Waste Incineration or Burning Industry,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.165028,-123.85072199999999,NA,234,Powell River,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3394 - YL MALIBU CLUB MINISTRY AFFILIATES
3400,NA,Unassigned,Not Started,TEMBEC ENTERPRISES INC. AND TEMBEC INDUSTRIES INC. doing business as TEMBEC,Permit,Wood Processing Industry - Primary,Cranbrook,2016-06-01,28131,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.318000000000005,-115.45500000000001,Notice,235,Cranbrook,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3400 - TEMBEC ENTERPRISES INC. AND TEMBEC INDUSTRIES INC. doing business as TEMBEC
3401,-115.481,Fraleigh,Complete,CANADIAN FOREST PRODUCTS LTD,Permit,Wood Processing Industry - Primary,Cranbrook,1970-01-01,149724,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.0915,-115.48100000000001,Notice,236,Canal Flats,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3401 - CANADIAN FOREST PRODUCTS LTD
3403,-121.563,Unassigned,Complete,WEST FRASER MILLS LTD. doing business as CHETWYND FOREST INDUSTRIES,Permit,Wood Processing Industry - Primary,Prince George,1970-01-01,146313,High,NA,NA,NA,NA,NA,Priority 4,NA,NA,55.724039999999995,-121.561442,Advisory,237,Chetwynd,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3403 - WEST FRASER MILLS LTD. doing business as CHETWYND FOREST INDUSTRIES
3410,NA,Unassigned,Not Started,STELLA-JONES INC.,Permit,Commercial Waste Management or Waste Disposal Industry,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.227644999999995,-122.870643,NA,238,Coquitlam,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3410 - STELLA-JONES INC.
343,NA,Unassigned,Not Started,"STEWART, DISTRICT OF",Permit,Municipal Sewage Management,Smithers,2019-09-27,139697,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,55.950379,-129.968726,Warning 120(6),52,Stewart,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"343 - STEWART, DISTRICT OF"
3446,NA,Connolly,Not Started,INTERFOR CORPORATION,Permit,Wood Processing Industry - Primary,Kamloops,2012-12-12,7620,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,50.963879999999996,-119.68610000000001,0,239,Kamloops,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3446 - INTERFOR CORPORATION
3478,NA,Unassigned,Not Started,CANADIAN FOREST PRODUCTS LTD.,Permit,Wood Processing Industry - Primary,Prince George,2017-03-06,48279,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,56.237359999999995,-120.771194,Notice,240,Fort St. John,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3478 - CANADIAN FOREST PRODUCTS LTD.
351,-122.323376,Unassigned,Complete,CITY OF ABBOTSFORD,Municipal Wastewater Regulation,Municipal Sewage Management,Surrey,1970-01-01,146158,High,NA,NA,NA,NA,NA,Priority 4,NA,NA,49.109314999999995,-122.323376,Advisory,53,Abbotsford,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351 - CITY OF ABBOTSFORD
3530,NA,Unassigned,Not Started,NATURE'S TOUCH FROZEN FOODS (WEST) INC.,Permit,Dairy Products Industry,Penticton,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.048431,-122.362053,NA,241,Abbotsford,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3530 - NATURE'S TOUCH FROZEN FOODS (WEST) INC.
3647,NA,Unassigned,Not Started,CONIFEX POWER INC.,Permit,Electrical Power Industry,Prince George,2018-11-07,110139,Medium,NA,NA,NA,NA,NA,Priority 4,NA,NA,55.338300000000004,-123.1802,Advisory,242,Mackenzie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,3647 - CONIFEX POWER INC.
3682,NA,OK Blitz,Close,"LEHIGH HANSON MATERIALS LIMITED doing business as OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED",Permit,Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry,Victoria,2019-10-04,140350,Low,Planned,Concrete Industry Audit,NA,Yes,NA,Priority 4,NA,NA,49.897878,-119.492761,Warning 120(6),243,Kelowna,NA,covered by 110182 CCPCOP,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3682 - LEHIGH HANSON MATERIALS LIMITED doing business as OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
3725,NA,Unassigned,Not Started,WEST FRASER MILLS LTD. DBA QUESNEL PLYWOOD,Permit,Wood Processing Industry - Primary,Williams Lake,2019-07-11,133127,High,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,Q3,NA,52.945015,-122.486563,Warning 120(7),244,Quesnel,NA,On North Auth Refresh list,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3725 - WEST FRASER MILLS LTD. DBA QUESNEL PLYWOOD
3736,NA,Unassigned,Not Started,WESTERN FOREST PRODUCTS INC.,Permit,Wood Processing Industry - Primary,Nanaimo,2016-07-05,30347,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.2364,-124.81200000000001,Advisory,245,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3736 - WESTERN FOREST PRODUCTS INC.
376,NA,Meldrum,Not Started,TECK HIGHLAND VALLEY COPPER CORPORATION,Permit,Mining and Coal Mining Industry,Kamloops,2019-09-17,139703,Medium,NA,NA,NA,NA,NA,Priority 4,NA,NA,50.5574,-121.16640000000001,Advisory,54,Logan Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,376 - TECK HIGHLAND VALLEY COPPER CORPORATION
3760,NA,Defer,Defer,NEUCEL SPECIALTY CELLULOSE LTD.,Permit,Pulp Industry,Nanaimo,2018-08-21,99461,Low,NA,NA,NA,NA,NA,Priority 4,NA,NA,50.3836,-127.45100000000001,Notice,246,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,3760 - NEUCEL SPECIALTY CELLULOSE LTD.
3770,NA,Unassigned,Not Started,REGIONAL DISTRICT OF FRASER-CHEAM,Permit,Municipal Solid Waste Management,Surrey,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.9125,-121.44760000000001,NA,247,Surrey,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3770 - REGIONAL DISTRICT OF FRASER-CHEAM
3782,NA,Unassigned,Not Started,REGIONAL DISTRICT OF BULKLEY-NECHAKO,Permit,Municipal Solid Waste Management,Smithers,NA,NA,Low,Planned,Unique,Never Inspected,NA,NA,Priority 2,Q3,Yes,54.525306,-126.44427,NA,248,Burns Lake,NA,On North Auth Refresh list,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3782 - REGIONAL DISTRICT OF BULKLEY-NECHAKO
3821,-114.8255,Mills,Complete,TECK COAL LIMITED,Permit,Mining and Coal Mining Industry,Cranbrook,1970-01-01,149395,Medium,NA,NA,NA,NA,NA,Priority 4,NA,NA,49.7579,-114.8255,Warning 120(6),249,Sparwood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PSP,3821 - TECK COAL LIMITED
3822,NA,Unassigned,Not Started,TOP SHELF FEEDS INC.,Permit,"Flour, Prepared Cereal Food and Feed Industry",Nanaimo,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,48.7608,-123.6892,NA,250,Nanaimo,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3822 - TOP SHELF FEEDS INC.
3845,-122.846509,Coleman,Complete,"LAFARGE CANADA INC. doing business as COLUMBIA BITULITHIC, A DIVISION OF LAFARGE CANADA INC.",Asphalt Plant Regulation,Asphalt Plant Industry,Prince George,1970-01-01,152304,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,53.959959999999995,-122.846509,Advisory,251,Prince George,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,"3845 - LAFARGE CANADA INC. doing business as COLUMBIA BITULITHIC, A DIVISION OF LAFARGE CANADA INC."
3862,NA,Howett,Not Started,RITCHIE-SMITH FEEDS INC.,Permit,"Flour, Prepared Cereal Food and Feed IndustryWood Processing Industry - Secondary",Surrey,2017-03-10,50443,Medium,NA,Unique,NA,NA,NA,Priority 2,NA,Yes,49.060941,-122.290036,Notice,252,Abbotsford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3862 - RITCHIE-SMITH FEEDS INC.
387,NA,Unassigned,Not Started,GREATER VANCOUVER SEWERAGE AND DRAINAGE DISTRICT,Operational Certificate,Municipal Sewage Management,Surrey,2019-12-11,142836,High,NA,NA,NA,NA,NA,Priority 4,NA,NA,49.165585,-122.951689,Advisory,55,Delta,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387 - GREATER VANCOUVER SEWERAGE AND DRAINAGE DISTRICT
3871,NA,C. White,Not Started,BIG WHITE SEWER UTILITY LTD.,Municipal Wastewater Regulation,Municipal Sewage Management,Penticton,2013-10-23,12547,Medium,Planned,Unique,MWR Focus,NA,NA,Priority 3,Q1,Yes,49.71583,-118.93050000000001,Notice,253,Penticton,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3871 - BIG WHITE SEWER UTILITY LTD.
3877,NA,Unassigned,Not Started,WESTERN FOREST PRODUCTS INC.,Permit,Wood Processing Industry - Primary,Victoria,2016-07-04,28529,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.003667,-123.826902,Advisory,254,Ladysmith,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3877 - WESTERN FOREST PRODUCTS INC.
3898,NA,Unassigned,Not Started,DUNKLEY LUMBER LTD.,Permit,Wood Processing Industry - Primary,Prince George,2016-10-24,48611,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,53.1736111,-122.20400000000001,Advisory,255,Quesnel,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3898 - DUNKLEY LUMBER LTD.
39,-121.9842,Jeffery,In Draft,CITY OF CHILLIWACK,Municipal Wastewater Regulation,Municipal Sewage Management,Surrey,1970-01-01,121745,High,NA,NA,NA,NA,NA,Priority 4,Q3,NA,49.168800000000005,-121.9842,Advisory,4,Chilliwack,NA,follow up June 2020 after 2019 AnnRot rec'd,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39 - CITY OF CHILLIWACK
3900,-121.7327,Garda,Complete,CANFOR PULP LTD.,Permit,Pulp Industry,Prince George,1970-01-01,146495,High,PSP,NA,NA,NA,NA,Priority 4,Q4,NA,53.8615,-121.73270000000001,Notice,256,Prince George,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,3900 - CANFOR PULP LTD.
3904,NA,Meldrum,Not Started,KGHM AJAX MINING INC.,Permit,Mining and Coal Mining Industry,Kamloops,2019-10-03,137706,High,PSP,Heavy Industry,Advisory Follow up,NA,NA,Priority 1,Q3,NA,50.6094,-120.403133,Advisory,257,Kamloops,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,Heavy Industry,NA,NA,3904 - KGHM AJAX MINING INC.
3918,NA,Unassigned,Not Started,SUNCOR ENERGY INC. doing business as SUNCOR ENERGY PRODUCTS PARTNERSHIP,Hazardous Waste Regulation,Hazardous Waste Management,Prince George,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,56.09,-120.41,NA,258,Taylor,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3918 - SUNCOR ENERGY INC. doing business as SUNCOR ENERGY PRODUCTS PARTNERSHIP
3923,NA,Unassigned,Not Started,1823606 ALBERTA LTD.,Permit,Wood Processing Industry - Primary,Prince George,2013-08-22,11921,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,53.3419444,-120.13040000000001,Notice,259,McBride,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3923 - 1823606 ALBERTA LTD.
3949,NA,Unassigned,Not Started,James A. Watt,Permit,Slaughter IndustryCode of Practice for the Slaughter and Poultry Processing Industries,Nelson,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,49.089400000000005,-116.4454,NA,260,Nelson,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3949 - James A. Watt
3956,-125.01,Fraleigh,Complete,TAYCO PAVING CO. LTD.,Asphalt Plant Regulation,Asphalt Plant Industry,Nanaimo,1970-01-01,151634,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.63,-125.01,Advisory,261,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,3956 - TAYCO PAVING CO. LTD.
3958,NA,Unassigned,Not Started,THOMPSON-NICOLA REGIONAL DISTRICT,Permit,Municipal Solid Waste Management,Kamloops,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.281000000000006,-121.596,NA,262,Lytton,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3958 - THOMPSON-NICOLA REGIONAL DISTRICT
3984,-125.25,Fraleigh,Complete,O.K. INDUSTRIES LTD. doing business as TAYCO PAVING COMPANY,Asphalt Plant Regulation,Asphalt Plant Industry,Surrey,1970-01-01,151635,Low,NA,NA,NA,NA,NA,Priority 4,Q1,Yes,50,-125.25,Advisory,263,Campbell River,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,3984 - O.K. INDUSTRIES LTD. doing business as TAYCO PAVING COMPANY
399,NA,Unassigned,Not Started,CITY OF KAMLOOPS,Permit,Municipal Sewage Management,Kamloops,2020-01-16,144498,High,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,50.692769999999996,-120.46910000000001,Warning 120(6),56,Kamloops,NA,NA,High CPIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399 - CITY OF KAMLOOPS
4016,NA,Unassigned,Not Started,STELLA-JONES INC.,Permit,Wood Processing Industry - Primary,Prince George,2016-10-27,51721,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,53.5112,-122.4351,Notice,264,Prince George,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,4016 - STELLA-JONES INC.
4017,NA,Unassigned,Not Started,ABCO MARINE DEVELOPMENT LTD.,Permit,Municipal Sewage Management,Kamloops,2019-07-03,131599,Low,NA,Warning Follow-Up,NA,Yes,NA,Priority 4,NA,NA,50.9,-119.45280000000001,Warning 120(6),265,Kamloops,NA,NA,NA,Warning Follow-Up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4017 - ABCO MARINE DEVELOPMENT LTD.
4057,NA,Unassigned,Not Started,KITIMAT-STIKINE REGIONAL DISTRICT,Permit,Municipal Solid Waste Management,Prince George,2015-03-05,20025,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,54.490728999999995,-128.486921,Advisory,266,Terrace,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,4057 - KITIMAT-STIKINE REGIONAL DISTRICT
4080,NA,Unassigned,Not Started,FRASER-FORT GEORGE REGIONAL DISTRICT,Permit,Municipal Solid Waste Management,Prince George,NA,NA,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,54.012968,-123.007261,NA,267,Prince George,NA,NA,NA,NA,NA,NA,NA,Never Inspected,NA,NA,NA,NA,NA,NA,4080 - FRASER-FORT GEORGE REGIONAL DISTRICT
4086,-119.5559,C. White,In Draft,PETERS BROS. PAVING 1981 LTD.,Asphalt Plant Regulation,Asphalt Plant Industry,Penticton,1970-01-01,29768,Medium,Planned,Unique,Inspected pre-2017,NA,NA,Priority 4,Q1,Yes,49.4784,-119.55590000000001,Advisory,268,Penticton,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,4086 - PETERS BROS. PAVING 1981 LTD.
4103,NA,Unassigned,Not Started,INTERNATIONAL FOREST PRODUCTS LIMITED,Permit,Municipal Sewage Management,Nanaimo,2013-11-06,9571,Low,NA,NA,NA,NA,NA,Priority 4,NA,Yes,50.070944,-127.28582,Advisory,269,Nanaimo,NA,NA,NA,NA,NA,NA,NA,NA,Pre 2017-04-01,NA,NA,NA,NA,NA,4103 - INTERNATIONAL FOREST PRODUCTS LIMITED
